image_index,image_filename,confidence,joint_angle_x,joint_angle_y,joint_angle_z,l1,l2,l3
0,rgb_0.png,-0.1481596553829759,-0.0985389252273427,0.1475003361326632,0.4263273226765603,15.501301951415082,12.849805581774886,13.26635609340554
1,rgb_1.png,0.0103146005561745,-0.0543056744774414,0.1679929467142688,0.2871658284723473,15.176668517328828,13.711802007905876,11.299852375980542
2,rgb_2.png,0.0621095813578733,0.0125822761558508,0.240363328936344,0.3536476640501769,15.265577622347136,15.605108489162589,12.246726859396746
3,rgb_3.png,-0.2056664416593478,0.0335658030302582,0.1925450402892976,0.5551113904787726,14.334337646285547,15.239883730475217,15.029222068325629
4,rgb_4.png,-0.0986981961495713,0.0561814181015981,0.109947602782223,0.4388156107787327,12.870376668922528,14.385136105215054,13.439828897685029
5,rgb_5.png,-0.1133033901240033,-0.0494651814088558,0.1799154054557422,0.5558180983008765,15.27608103053663,13.941552552616917,15.03873057797728
6,rgb_6.png,-0.0972088907791014,-0.1230128561080564,0.131084429936176,0.3811962941949401,15.611646288445717,12.308743701308721,12.635185359592814
7,rgb_7.png,0.0218887796902581,-0.0247169217502523,0.0888845358808677,0.4264129976826942,13.646888928179244,12.979675534945407,13.26754796097012
8,rgb_8.png,0.0205007961742052,-0.0275919300608805,0.0792051301861229,0.288372762912301,13.545549322070904,12.800774965218993,11.317156718065126
9,rgb_9.png,-0.0665703024583243,-0.1191562926543837,0.0184749798658205,0.2353521656025483,13.922152667758706,10.724844793459027,10.553180435308896
10,rgb_10.png,-0.0872011509538521,-0.1392635513002847,-0.0279640894293806,0.2919088966297889,13.508727596416458,9.782272780846442,11.367832050077805
11,rgb_11.png,-0.0389061583352759,-0.1559484352899506,-0.0910393042498147,0.2109260568472849,12.780483316825597,8.62012146162546,10.198695560262795
12,rgb_12.png,0.0092291211230479,-0.1609325928181685,0.0458369451057258,0.0936210600142059,14.916217950487713,10.618709610419298,8.476048398155665
13,rgb_13.png,-0.0018021623402737,-0.0899925664430731,-0.0611548359390765,-0.072189395747249,12.311282710815037,9.890680999215613,5.9927833619841335
14,rgb_14.png,-0.0179099523299294,-0.1294144253387699,-0.0369268613516383,0.0780763818054545,13.233892441766965,9.766893781356032,8.245454668386005
15,rgb_15.png,-0.0238596732165689,-0.2163170570793396,-0.1380369305822432,0.2259827615693523,12.908567767969272,7.212600312305381,10.417389796626914
16,rgb_16.png,-0.0026381098272846,-0.1834667126350816,-0.0453444092291128,0.1357065352468788,13.871745935374511,8.997437268126339,9.097745859482512
17,rgb_17.png,0.0497300950609969,-0.2314195354256494,-0.0659680160080955,0.2123222798588067,14.240540357827804,8.157787224389637,10.218999795916757
18,rgb_18.png,-0.0320870637933719,-0.1418270749159501,-0.1075066491771139,0.2299462080636122,12.325885995526361,8.534456762416871,10.474860042489098
19,rgb_19.png,0.0275515749135309,-0.1060483887419613,-0.1806268619901045,0.4021093210191753,10.680471201403856,7.832582949414849,12.928479649228947
20,rgb_20.png,-0.1040064593457053,0.0089876735544018,-0.2383318560769203,0.5192297677113398,8.209712066301723,8.451985303177581,14.544006812265225
21,rgb_21.png,-0.0974525126667204,-0.0773918131361507,-0.1755049338513044,0.4830405098681367,10.362069722000713,8.278160269779294,14.049890431261927
22,rgb_22.png,0.0403574483469461,-0.0262652295087993,-0.1396608380997498,0.6804642558549062,10.219337602917879,9.51037651799758,16.685353819853137
