image_index,image_filename,confidence,joint_angle_x,joint_angle_y,joint_angle_z,l1,l2,l3
0,rgb_0.png,-0.053766668431516,-0.0854883030232103,0.3292034325786543,0.3291271292103075,17.75210103135452,15.44949903461773,11.89901026600126
1,rgb_1.png,-0.1062633938002732,-0.0293827233429597,0.3182962311078933,0.2899972579097028,16.852401371977802,16.05980973635739,11.340441298929825
2,rgb_2.png,-0.0036367979336871,-0.0222547161171654,0.4220062270119245,0.1334091490628771,18.046906546977095,17.44750022866312,9.0639097331416
3,rgb_3.png,-0.0935465944344784,-0.0030949086963428,0.3928129478023535,0.0869330819803684,17.43926347370779,17.355876678195887,8.376899163069712
4,rgb_4.png,-0.0400716522834847,0.0535105378549808,0.3261163935503542,0.0479164794232183,15.861602070104322,17.302218536733786,7.796646815972699
5,rgb_5.png,0.093692546194899,0.1662724593878326,0.3025775134150468,-0.0511057021292922,14.157971900440305,18.590712591589565,6.311186908922327
6,rgb_6.png,0.0506789625807533,0.1598893499893201,0.3031647529571446,-0.0934933410669662,14.241352062540205,18.507375837894084,5.670377445948843
7,rgb_7.png,-0.0708447812997366,0.0968490926145669,0.2932108858841822,0.0503059583736866,14.880923484978574,17.48215900752446,7.832270526499524
8,rgb_8.png,-0.0430073534710465,0.1298957507040225,0.1872540074447334,0.0472160869741001,13.030023097646087,16.51175765994957,7.78620285599244
9,rgb_9.png,-0.0275427794905093,0.0919302172507316,0.2220971065420945,0.0991910491137283,13.986415708390092,16.458351280011936,8.55855116592399
10,rgb_10.png,-0.0198831642882009,-0.0463705696636585,0.1804192689319025,0.1903341736007152,15.240734581494976,13.989578878713552,9.89867114864677
11,rgb_11.png,-0.0056360183306366,-0.0086225122413161,0.2340104467066709,0.1073553930977121,15.4628158218629,15.230079421418546,8.679361426865034
12,rgb_12.png,-0.0435262452953844,0.1019078960611581,0.2121615862931941,0.1780901934268649,13.723941333131592,16.462216396687513,9.719776476423192
13,rgb_13.png,-0.0142561695313112,0.1288608488383281,0.2184273949371528,0.0866291952137491,13.474647819433212,16.9283229253911,8.372391810464613
14,rgb_14.png,-0.0084342416578465,0.1879038914793454,0.1204874910531115,-0.037311591163909,11.389420352756057,16.388604466233012,6.519126746195137
15,rgb_15.png,-0.0270947893432715,0.1123483251537066,0.1802951130197148,-0.16112848315383,13.150574819630554,16.167244955677376,4.642726630005847
16,rgb_16.png,0.0010640203687003,0.1506960395975717,0.1791932243142237,-0.3236421661131156,12.663500077590257,16.693439827031327,2.1540690784738588
17,rgb_17.png,-0.0219820732662258,0.1910353358249544,0.2867141231421276,-0.0742864915242876,13.658409747105512,18.734818097630086,5.961076271843537
18,rgb_18.png,0.0434975995671498,0.2732634785170347,0.1650438224820146,-0.2690047387607777,11.0879400232844,18.24133352603365,2.99315822735154
19,rgb_19.png,-0.0142291295243283,0.2495183068550128,0.1953523918901996,-0.0495812833444901,11.760674622558092,18.32721412737629,6.334181749248434
20,rgb_20.png,-0.0883574073778265,0.1397574224557924,0.236448840897367,0.095432485255003,13.588086943748701,17.328870674207028,8.502886501914668
21,rgb_21.png,-0.080647849155026,0.0467656594855748,0.2306522306691982,0.1950047113067896,14.684143168482134,15.944893419034427,9.966814183735359
22,rgb_22.png,-0.1115637193849629,0.088767733012965,0.0633831484490755,0.389061470398967,11.772197044215945,14.160892439503176,12.74565416137055
23,rgb_23.png,-0.2057255744351739,0.0880904566345086,0.1750037572271845,0.6903642664355718,13.382782166399917,15.752848890494603,16.8134419611481
24,rgb_24.png,-0.1942803558731306,0.1091269446117187,0.1806836664116785,0.6315022432024686,13.1963442217588,16.127357788276036,16.045924532759493
25,rgb_25.png,-0.1895423147676577,0.1391969378931278,0.1549005328918269,0.599491551216632,12.4610423860604,16.188784368620247,15.622651711053136
26,rgb_26.png,-0.3026675511808278,-0.0065387884498061,0.1930995865437304,0.535258311445313,14.875998237115251,14.699477761511858,14.761343320505727
27,rgb_27.png,-0.1992841798546133,0.0433456977521802,0.170814182940138,0.5079825205552337,13.903085725686092,15.072194242519707,14.390942994110322
28,rgb_28.png,-0.0586445218552388,-0.0753098689221801,0.1946031744409359,0.3858018583121949,15.833796905861561,13.80408767940252,12.699895733927876
29,rgb_29.png,-0.0851419585750851,-0.0294607989081391,0.2194961194366329,0.2056381469703526,15.547044284538813,14.751894434228488,10.121752434548158
30,rgb_30.png,-0.0848391975617447,-0.0217309418044088,0.2839498089458908,0.1593755943104645,16.303783372218124,15.717408225635715,9.445639099100747
31,rgb_31.png,-0.0414760719702338,0.0388298863033307,0.2058772524854128,0.0016007679917236,14.449138795219744,15.496442864168312,7.104009249825378
32,rgb_32.png,-0.0072954989695975,0.101705059081656,0.1330806597741776,-0.0902645180549097,12.616975819915227,15.35086868333538,5.719283499693137
33,rgb_33.png,0.0665802794478898,0.1750161745435486,0.096440067277914,-0.0810699606572225,11.19334913244324,15.858306318305646,5.8584687485757625
34,rgb_34.png,-0.0240505376279994,0.1891067799200822,-0.0989716883070647,0.0540404954205178,8.131603688123198,13.139306459294463,7.887924719686944
35,rgb_35.png,-0.0593600513144793,0.0426378367863825,0.0059933251430852,0.170398396718233,11.520662236220437,12.670963833034655,9.607206243368228
36,rgb_36.png,0.0050253856981642,0.1805648028408212,-0.0561110519450083,0.1580269185107394,8.872238906114234,13.669443258148606,9.425851034389252
37,rgb_37.png,-0.0196427508116844,0.1601469848316174,0.021888428721218,0.0872834430016061,10.276494165990504,14.55181241512967,8.382095597723843
38,rgb_38.png,-0.0027150824099995,0.0140272051238656,0.0775557822228749,0.0561098181160822,12.958734777135762,13.33742978665481,7.918751113966911
39,rgb_39.png,-0.0413551727601789,0.0598651512336458,0.0324188477595691,0.1239812491458107,11.688511473149326,13.302370635529927,8.924929953554113
40,rgb_40.png,0.0399001334789395,0.1615795599725395,0.0692645439967089,-0.0455985084295824,10.957183321479903,15.271638976136336,6.394241854545809
