Iteration	Motor 3	Motor 4	Motor 8
94	-8.726027	-8.672273	-9.504628
95	-5.494405	-10.311916	-8.098594
96	-9.750789	-8.197170	-10.467165
97	-8.337360	-5.539879	-5.966084
98	-10.862878	-8.092412	-9.276594
99	-9.374136	-9.338967	-9.358150
100	-7.769100	-11.010899	-5.740238
101	-7.867615	-11.164316	-4.386804
102	-7.467680	-12.008840	-4.216970
103	-3.455682	-8.644924	-4.161851
104	-6.596975	-8.564322	-6.439165
105	-2.045981	-4.560821	-7.083633
106	-2.625572	-6.848067	-6.198480
107	-1.034265	-9.199507	-5.791607
108	0.624446	-10.659011	-2.075275
109	-2.299764	-8.753239	-2.440083
110	-6.221725	-9.290369	-1.230056
111	-7.194814	-11.257656	-0.238211
112	-8.813982	-8.770392	-0.170141
113	-8.572933	-10.430723	3.362229
114	-6.305579	-9.987137	5.723032
115	-5.039678	-5.581136	7.087847
116	-5.460988	-1.341970	5.716629
117	-1.771898	-0.202255	4.131634
118	-3.032666	1.001608	3.795254
119	-3.669299	1.176609	3.468807
120	-2.197525	-0.249375	2.547421
121	2.168759	-1.135132	2.258845
122	0.505282	-1.719405	5.932735
123	2.665343	-4.536311	3.618520
124	7.004468	-5.134940	0.382440
125	2.717954	-4.428809	4.696222
126	-1.214628	-6.560233	5.948091
127	1.907410	-4.062740	6.096253
128	4.184199	-3.130611	3.323852
129	0.838964	-6.809600	3.352542
130	1.508448	-9.369470	7.154929
131	-0.037175	-10.719819	4.839866
132	-1.393912	-8.288340	4.222822
133	2.575040	-9.386388	5.642213
134	1.949392	-11.627996	1.481776
135	2.092139	-9.069110	4.261658
136	-1.967636	-5.614637	1.877774
137	-2.971896	-9.338595	-2.403656
138	-5.037033	-8.409712	-6.275753
139	-7.517080	-5.208075	-7.348094
140	-5.856613	-0.918167	-7.179834
141	-2.301907	-3.746352	-10.223854
142	-5.213630	-4.644976	-8.330839
143	-8.905581	-0.112081	-9.364025
144	-6.207129	-1.639909	-10.125594
145	-4.044614	1.524446	-7.205476
146	-0.124967	0.900277	-8.512475
147	-2.922831	2.408261	-6.123814
148	-0.985036	6.648073	-3.306266
149	-3.974675	6.860311	0.800645
150	-2.020076	2.403891	1.828822
151	-1.396762	-1.681508	-0.194636
152	-4.303500	-3.195135	-4.571962
153	-8.846256	-0.275413	-2.422169
154	-8.333438	1.875285	-0.118275
155	-6.776384	3.022604	0.550673
156	-3.163755	5.080478	-2.477790
157	-1.256789	4.477817	-4.020742
158	-2.157518	2.120294	-0.487327
159	-3.483669	0.623223	-2.802747
160	-7.188160	4.563295	-7.156065
161	-7.774773	5.769217	-4.679301
162	-5.312366	2.361316	-7.116294
163	-5.848789	4.677918	-9.224933
164	-8.136879	0.526988	-5.771315
165	-11.954614	0.708757	-6.526473
166	-9.559485	-0.017013	-3.411439
167	-9.780938	3.464973	-5.950853
168	-5.455082	1.617101	-2.899164
169	-2.548151	-1.865013	1.346910
170	0.393064	-4.919047	-2.028961
171	-3.908703	-6.535035	2.069936
172	-2.812148	-2.170108	0.397928
173	-7.344256	-2.037967	2.893833
174	-3.770174	-3.743152	1.083448
175	-0.585458	-4.848914	1.538141
176	-0.385442	-8.939945	-1.447640
177	-1.427341	-4.518382	-2.187212
178	0.794037	-7.055506	0.686181
179	-2.806498	-6.259626	-2.756896
180	-0.764993	-3.845820	1.459971
181	-1.350744	-4.122533	4.005048
182	0.256644	-1.848157	-0.388493
183	1.772324	-4.184457	-0.681450
184	3.783987	-0.613632	3.735123
185	6.378851	-2.368434	5.420533
186	2.377793	1.369881	2.156257
187	5.707752	1.890093	6.409175
188	2.431255	-2.170313	5.596036
189	5.055661	-3.563271	5.906412
190	7.029810	-3.093337	6.329991
191	2.749467	-3.816207	5.135977
192	4.144280	-0.123884	2.185027
193	-0.140421	2.423716	1.919821
194	-0.095954	1.572649	3.319441
195	3.036040	3.552928	1.885370
196	1.210707	3.933825	4.544910
197	2.384272	1.047645	0.193705
198	-0.790385	4.356058	0.284707
199	-0.984732	6.112197	-0.894995
