Iteration	Motor 3	Motor 4	Motor 8
69	-5.394708	6.074395	-5.447171
70	-7.860851	5.758227	-2.408562
71	-10.077425	7.430182	-4.440984
72	-10.254501	6.511627	-6.379767
73	-10.048340	6.531539	-3.970187
74	-11.297088	2.919920	-3.620990
75	-12.412643	2.456901	-1.137032
76	-10.917180	2.196301	0.720735
77	-10.054162	2.258059	-0.240430
78	-12.094606	0.206610	-1.158859
79	-9.404932	-3.184932	-2.311384
80	-9.001926	-3.914756	-0.423217
81	-8.758533	-6.455577	-0.357717
82	-9.942035	-7.704606	-0.026904
83	-11.589825	-4.251159	-1.944509
84	-8.093495	-2.019229	-4.683382
85	-11.183305	0.044038	-7.543908
86	-9.896066	-2.649805	-4.160464
87	-10.784940	-2.398001	-3.451198
88	-9.599408	0.330117	-6.698746
89	-8.511210	-0.127551	-6.486866
90	-8.337417	-2.085923	-5.457628
91	-10.481589	-4.749392	-3.408927
92	-11.609467	-7.345575	-3.231668
93	-11.671860	-6.466764	-6.568897
94	-10.173371	-3.749411	-6.478217
95	-12.045814	-2.601609	-9.752871
96	-10.252765	-2.536447	-10.321708
97	-13.188086	1.118249	-10.318790
98	-10.448643	-1.916488	-7.695521
99	-10.896648	-1.757200	-8.975889
100	-7.274921	-2.330745	-5.428414
101	-9.552877	-0.515557	-2.166813
102	-12.201549	2.101909	-1.338786
103	-12.384443	0.683096	1.445676
104	-12.090764	3.249946	1.149131
105	-11.208465	6.399390	0.285635
106	-11.873446	7.360247	0.017860
107	-12.112348	3.605771	3.059608
108	-11.740028	5.357711	5.192354
109	-11.244037	7.399151	6.730602
110	-11.991158	5.128761	5.049132
111	-11.585212	5.947452	4.414414
112	-9.973974	6.945549	2.405172
114	-11.409443	6.212939	-0.320488
115	-9.144772	7.505243	1.330228
116	-10.833895	7.307305	-2.415394
117	-9.235691	4.553460	-0.686440
118	-11.284659	2.564453	3.045328
119	-10.596745	5.226695	1.534793
120	-8.755607	5.054209	4.598969
121	-5.606794	5.505657	6.071184
122	-9.310308	7.159591	7.409757
123	-11.629049	4.286506	5.432746
125	-11.617067	7.057394	5.119915
126	-9.782902	6.820650	3.969951
127	-9.895607	3.378512	4.220782
128	-6.479851	1.537814	0.672091
129	-6.585613	2.177465	-0.888524
130	-9.555385	5.368188	-3.268517
131	-9.871097	7.182958	0.515079
132	-7.788013	6.981968	1.146597
133	-7.681510	6.521127	2.372766
134	-4.909414	6.941384	-0.359320
135	-7.923912	3.917393	-0.745590
136	-11.075913	1.956460	-1.234103
137	-9.511662	2.931191	2.404287
138	-12.731212	4.935189	-1.298931
140	-7.280754	6.855348	2.470874
141	-7.637381	4.581732	0.282120
142	-10.174173	7.328486	-1.605143
143	-9.165547	7.054533	0.160463
144	-12.510770	4.734139	-1.211824
145	-9.917593	3.168326	-1.676750
146	-12.625777	0.373076	-3.355864
147	-11.424244	-2.233005	-5.563546
148	-12.485215	-4.586402	-4.072631
149	-12.011842	-4.381031	-6.166632
150	-9.997390	-7.925877	-5.151094
151	-8.913611	-5.957819	-2.446660
152	-10.389652	-3.696135	-4.104992
153	-10.765613	-0.013281	-4.813639
154	-10.304566	3.730289	-4.342477
155	-12.481305	2.489334	-1.254236
156	-8.919930	-1.097075	-4.096332
157	-9.357154	2.664613	-7.724393
158	-11.922234	5.347181	-10.869402
159	-8.340419	2.141790	-7.862094
160	-7.731123	2.010880	-8.114649
161	-7.661032	0.864808	-4.435854
162	-7.796912	1.320876	-4.188740
163	-7.328000	-1.969335	-7.366414
164	-4.127606	-4.739178	-9.215015
165	-6.037793	-4.789189	-11.392499
166	-8.863257	-1.254524	-11.656641
167	-11.830175	-4.399944	-10.230371
168	-12.844285	-3.462522	-10.626711
169	-12.811540	-0.542040	-12.124303
170	-11.968324	-2.774095	-8.762344
171	-11.945969	-1.260639	-12.497280
172	-12.094860	-1.521896	-10.396181
173	-13.210955	-4.898614	-11.684430
174	-11.422439	-5.530691	-11.501745
175	-11.704456	-3.378702	-9.315046
176	-12.077555	-2.353553	-10.624169
177	-11.582742	-0.704243	-11.925730
178	-8.760645	-3.923675	-10.638313
179	-6.496689	-3.964597	-12.186513
180	-2.883565	-4.850662	-11.982019
181	-4.947193	-6.383696	-8.812675
182	-4.335846	-9.905479	-8.492156
183	-3.216518	-6.536410	-6.179606
184	0.079291	-6.122237	-4.824229
185	-3.067390	-6.973042	-8.354479
186	-1.435651	-8.896571	-9.585823
187	-2.221906	-9.360107	-6.402559
188	-1.447412	-6.888477	-5.918010
189	-4.823104	-4.004208	-9.457448
190	-1.087058	-5.662152	-12.034311
191	-2.609897	-7.664699	-13.078369
192	-4.275612	-8.974506	-11.099097
193	-2.988765	-9.978454	-7.912333
194	-3.275790	-7.365700	-5.055904
195	-1.074051	-4.096134	-3.573379
196	-3.360032	-4.164504	-5.106391
197	-5.999748	-1.271522	-7.530053
198	-2.775953	1.650925	-11.155671
199	0.835088	3.306281	-11.346352
